banner,banner_characters,n_characters,is_rerun_banner,views_best_mean_banner,top_views_character,top_views_value,revenue,meta_relevance_mean_banner,top_meta_character,top_meta_value,dominant_character,dominant_reason,comments_demo__sum,comments_demo__mean,comments_demo__max,comments_teaser__sum,comments_teaser__mean,comments_teaser__max,engagement_score_demo__sum,engagement_score_demo__mean,engagement_score_demo__max,engagement_score_teaser__sum,engagement_score_teaser__mean,engagement_score_teaser__max,like_ratio_demo__sum,like_ratio_demo__mean,like_ratio_demo__max,like_ratio_teaser__sum,like_ratio_teaser__mean,like_ratio_teaser__max,likes_demo__sum,likes_demo__mean,likes_demo__max,likes_teaser__sum,likes_teaser__mean,likes_teaser__max,views_demo__sum,views_demo__mean,views_demo__max,views_teaser__sum,views_teaser__mean,views_teaser__max,views_best__sum,views_best__mean,views_best__max,likes_best__sum,likes_best__mean,likes_best__max,comments_best__sum,comments_best__mean,comments_best__max,like_ratio_best__sum,like_ratio_best__mean,like_ratio_best__max,engagement_score_best__sum,engagement_score_best__mean,engagement_score_best__max,relevance_main_dps__sum,relevance_main_dps__mean,relevance_main_dps__max,relevance_sub-dps__sum,relevance_sub-dps__mean,relevance_sub-dps__max,relevance_support__sum,relevance_support__mean,relevance_support__max,meta_relevance_max__sum,meta_relevance_max__mean,meta_relevance_max__max,meta_relevance_mean__sum,meta_relevance_mean__mean,meta_relevance_mean__max
Yae Miko & Xiao (3rd & 4th Rerun),"yae miko, xiao",2.0,1,10661559.0,xiao,14156109.0,5267086.0,2.75,yae miko,3.0,yae miko,meta,31000.0,15500.0,21000.0,13800.0,6900.0,8000.0,0.0771791146259711,0.03858955731298555,0.0490309137326324,0.09267682951761849,0.046338414758809246,0.075486810488583,0.0743003739535738,0.0371501869767869,0.0476356315444839,0.09001685847917759,0.045008429239588796,0.0735769305603468,718874.0,359437.0,377469.0,435315.0,217657.5,308195.0,21323118.0,10661559.0,14156109.0,11921139.0,5960569.5,7732394.0,21323118.0,10661559.0,14156109.0,718874.0,359437.0,377469.0,31000.0,15500.0,21000.0,0.1002416729694367,0.05012083648471835,0.0735769305603468,0.10363501138192169,0.051817505690960844,0.075486810488583,2.5,2.5,2.5,3.0,3.0,3.0,0.0,,,5.5,2.75,3.0,5.5,2.75,3.0
Hu Tao & Nahida (Rerun),"hu tao, nahida",2.0,1,14806449.0,hu tao,21330822.0,10874330.3333335,3.075,nahida,3.65,nahida,meta,37000.0,18500.0,24000.0,24900.0,12450.0,23000.0,0.0614867952289069,0.03074339761445345,0.0389795988348814,0.1261159311855666,0.0630579655927833,0.0899909597366945,0.058792008021663206,0.029396004010831603,0.0374099440768232,0.1201364710342828,0.0600682355171414,0.0860604104734656,765929.0,382964.5,456097.0,424121.0,212060.5,382520.0,29612898.0,14806449.0,21330822.0,11708869.0,5854434.5,11225476.0,29612898.0,14806449.0,21330822.0,765929.0,382964.5,456097.0,37000.0,18500.0,24000.0,0.1201364710342828,0.0600682355171414,0.0860604104734656,0.1261159311855666,0.0630579655927833,0.0899909597366945,2.5,2.5,2.5,3.5,3.5,3.5,3.8,3.8,3.8,6.3,3.15,3.8,6.15,3.075,3.65
Chasca & Lyney (Rerun),"chasca, lyney",2.0,1,1699462.5,lyney,2645939.0,13101950.924731,3.0,chasca,3.5,chasca,meta,3800.0,3800.0,3800.0,6900.0,3450.0,4000.0,0.05755612657737,0.05755612657737,0.05755612657737,0.1400217191197088,0.0700108595598544,0.0831223953699006,0.0561199634609868,0.0561199634609868,0.0561199634609868,0.1346554036670252,0.0673277018335126,0.0792710621445817,148490.0,148490.0,148490.0,205921.0,102960.5,146231.0,2645939.0,2645939.0,2645939.0,3393281.0,1696640.5,2640295.0,3398925.0,1699462.5,2645939.0,208180.0,104090.0,148490.0,6900.0,3450.0,4000.0,0.13539102560556848,0.06769551280278424,0.0792710621445817,0.1406785219472706,0.0703392609736353,0.0831223953699006,6.0,3.0,3.5,0.0,,,0.0,,,6.0,3.0,3.5,6.0,3.0,3.5
Neuvillette & Zhongli (Rerun),"neuvillette, zhongli",2.0,1,20867583.0,zhongli,35127330.0,15403700.741935,3.75,neuvillette,4.0,neuvillette,meta,65500.0,32750.0,60000.0,5360.0,2680.0,4700.0,0.052136142158218005,0.026068071079109002,0.0333024306293316,0.1066442937552832,0.0533221468776416,0.070933954029677,0.04959572529627469,0.024797862648137346,0.0324700855166502,0.1012713836689449,0.05063569183447245,0.0674425370963049,816135.0,408067.5,601578.0,97254.0,48627.0,84505.0,41735166.0,20867583.0,35127330.0,2687051.0,1343525.5,2498016.0,41735166.0,20867583.0,35127330.0,816135.0,408067.5,601578.0,65500.0,32750.0,60000.0,0.1012713836689449,0.05063569183447245,0.0674425370963049,0.1066442937552832,0.0533221468776416,0.070933954029677,4.0,4.0,4.0,0.0,,,3.5,3.5,3.5,7.5,3.75,4.0,7.5,3.75,4.0
Citlali & Mavuika (Rerun),"citlali, mavuika",2.0,1,847976.0,mavuika,1359238.0,29387745.5483866,4.5625,mavuika,4.625,mavuika,meta,0.0,,,4008.0,2004.0,3300.0,0.0,,,0.138306415608551,0.0691532078042755,0.0737501453020001,0.0,,,0.133775910047489,0.0668879550237445,0.0713223144143998,0.0,,,117973.0,58986.5,96944.0,0.0,,,1695952.0,847976.0,1359238.0,1695952.0,847976.0,1359238.0,117973.0,58986.5,96944.0,4008.0,2004.0,3300.0,0.133775910047489,0.0668879550237445,0.0713223144143998,0.138306415608551,0.0691532078042755,0.0737501453020001,4.5,4.5,4.5,4.75,4.75,4.75,4.5,4.5,4.5,9.25,4.625,4.75,9.125,4.5625,4.625
Arlecchino & Clorinde(Rerun),"arlecchino, clorinde",2.0,1,6010042.0,arlecchino,8470746.0,21015823.308755,3.25,arlecchino,3.5,arlecchino,meta,12000.0,6000.0,8000.0,9700.0,4850.0,6700.0,0.06685674402131539,0.033428372010657695,0.0337350452958924,0.0898366540624041,0.04491832703120205,0.0642090581557872,0.06459665882618859,0.032298329413094296,0.0327906184413981,0.0870141009244794,0.0435070504622397,0.0622317330575702,374461.0,187230.5,277761.0,298828.0,149414.0,210867.0,11511049.0,5755524.5,8470746.0,6937754.0,3468877.0,3549338.0,12020084.0,6010042.0,8470746.0,374461.0,187230.5,277761.0,12000.0,6000.0,8000.0,0.0940377734423607,0.04701888672118035,0.0622317330575702,0.0973307568812102,0.0486653784406051,0.0642090581557872,6.5,3.25,3.5,0.0,,,0.0,,,6.5,3.25,3.5,6.5,3.25,3.5
Mizuki & Sigewinne (Rerun),"mizuki, sigewinne",2.0,1,1157889.0,sigewinne,1372370.0,11386421.1428573,1.9625,sigewinne,2.5,sigewinne,meta,4400.0,4400.0,4400.0,5200.0,2600.0,3100.0,0.0639557845187522,0.0639557845187522,0.0639557845187522,0.17298930121880568,0.08649465060940284,0.0922782083679595,0.0607496520617617,0.0607496520617617,0.0607496520617617,0.1669729703509243,0.08348648517546214,0.0889922493767277,83371.0,83371.0,83371.0,143933.0,71966.5,83956.0,1372370.0,1372370.0,1372370.0,1712534.0,856267.0,943408.0,2315778.0,1157889.0,1372370.0,167327.0,83663.5,83956.0,7500.0,3750.0,4400.0,0.1669729703509243,0.08348648517546214,0.0889922493767277,0.17298930121880568,0.08649465060940284,0.0922782083679595,0.95,0.95,0.95,0.0,,,4.4,2.2,2.5,4.4,2.2,2.5,3.925,1.9625,2.5
Furina & Wriothesley (Rerun),"furina, wriothesley",2.0,1,8765427.0,furina,14300835.0,13330000.0,3.8125,furina,4.625,furina,meta,21800.0,10900.0,16000.0,9400.0,4700.0,6900.0,0.09379042533535689,0.046895212667678446,0.0544058719159237,0.1008182661235609,0.05040913306178045,0.0610298300663441,0.0908759544739311,0.04543797723696555,0.0526102168439256,0.0985673646104112,0.0492836823052056,0.0597909576186691,717164.0,358582.0,547232.0,385033.0,192516.5,264377.0,17530854.0,8765427.0,14300835.0,8835950.0,4417975.0,6817986.0,17530854.0,8765427.0,14300835.0,717164.0,358582.0,547232.0,21800.0,10900.0,16000.0,0.0985673646104112,0.0492836823052056,0.0597909576186691,0.1008182661235609,0.05040913306178045,0.0610298300663441,3.0,3.0,3.0,4.5,4.5,4.5,4.75,4.75,4.75,7.75,3.875,4.75,7.625,3.8125,4.625
Varesa & Xianyun (Rerun),"varesa, xianyun",2.0,1,3045495.0,xianyun,5302377.0,9104333.3333336,3.5,varesa,4.0,varesa,meta,3800.0,3800.0,3800.0,7900.0,3950.0,4100.0,0.0209221260578038,0.0209221260578038,0.0209221260578038,0.1426173398520679,0.07130866992603395,0.0733590344475159,0.0202054663408505,0.0202054663408505,0.0202054663408505,0.1353681543071557,0.06768407715357785,0.0709284354590008,107137.0,107137.0,107137.0,170462.0,85231.0,119644.0,5302377.0,5302377.0,5302377.0,2475440.0,1237720.0,1686827.0,6090990.0,3045495.0,5302377.0,170462.0,85231.0,119644.0,7900.0,3950.0,4100.0,0.1353681543071557,0.06768407715357785,0.0709284354590008,0.1426173398520679,0.07130866992603395,0.0733590344475159,4.0,4.0,4.0,0.0,,,3.0,3.0,3.0,7.0,3.5,4.0,7.0,3.5,4.0
Venti & Xilonen (Rerun),"venti, xilonen",2.0,1,2953293.5,venti,4593318.0,9280185.5698924,3.3583333333333334,xilonen,4.5,xilonen,meta,9100.0,9100.0,9100.0,11100.0,5550.0,8400.0,0.042206744666927,0.042206744666927,0.042206744666927,0.1132642399735308,0.0566321199867654,0.0569030411895811,0.0402256059780751,0.0402256059780751,0.0402256059780751,0.1086146540375668,0.0543073270187834,0.0548471029164626,184769.0,184769.0,184769.0,246165.0,123082.5,174136.0,4593318.0,4593318.0,4593318.0,4551951.0,2275975.5,3238682.0,5906587.0,2953293.5,4593318.0,256798.0,128399.0,184769.0,11800.0,5900.0,9100.0,0.1086146540375668,0.0543073270187834,0.0548471029164626,0.1132642399735308,0.0566321199867654,0.0569030411895811,2.85,2.85,2.85,2.85,2.85,2.85,5.45,2.725,4.5,7.35,3.675,4.5,6.716666666666667,3.3583333333333334,4.5
Escoffier & Navia (Rerun),"escoffier, navia",2.0,1,3862599.0,navia,3862599.0,12042094.419355,3.45,escoffier,3.9,escoffier,meta,5000.0,5000.0,5000.0,3100.0,3100.0,3100.0,0.0443240419209967,0.0443240419209967,0.0443240419209967,0.0228098354729978,0.0228098354729978,0.0228098354729978,0.0430295767176453,0.0430295767176453,0.0430295767176453,0.0219990097463867,0.0219990097463867,0.0219990097463867,166206.0,166206.0,166206.0,84108.0,84108.0,84108.0,3862599.0,3862599.0,3862599.0,3823263.0,3823263.0,3823263.0,3862599.0,3862599.0,3862599.0,166206.0,166206.0,166206.0,5000.0,5000.0,5000.0,0.0430295767176453,0.0430295767176453,0.0430295767176453,0.0443240419209967,0.0443240419209967,0.0443240419209967,3.0,3.0,3.0,4.0,4.0,4.0,3.8,3.8,3.8,7.0,3.5,4.0,6.9,3.45,3.9
Kinich & Raiden (Rerun),"kinich, raiden",2.0,1,20558966.0,raiden,20558966.0,18102053.3440852,3.4625,kinich,3.5,kinich,meta,30000.0,30000.0,30000.0,1100.0,1100.0,1100.0,0.0318362800930747,0.0318362800930747,0.0318362800930747,0.0639106015457104,0.0639106015457104,0.0639106015457104,0.0303770627374937,0.0303770627374937,0.0303770627374937,0.0619745033468097,0.0619745033468097,0.0619745033468097,624521.0,624521.0,624521.0,35211.0,35211.0,35211.0,20558966.0,20558966.0,20558966.0,568153.0,568153.0,568153.0,20558966.0,20558966.0,20558966.0,624521.0,624521.0,624521.0,30000.0,30000.0,30000.0,0.0619745033468097,0.0619745033468097,0.0619745033468097,0.0639106015457104,0.0639106015457104,0.0639106015457104,6.35,3.175,3.5,4.0,4.0,4.0,0.0,,,7.5,3.75,4.0,6.925,3.4625,3.5
Shenhe & Skirk (Rerun),"shenhe, skirk",2.0,1,3555707.5,shenhe,6811629.0,15743106.6881716,3.75,skirk,4.0,skirk,meta,14000.0,14000.0,14000.0,11544.0,5772.0,11000.0,0.051473149814824,0.051473149814824,0.051473149814824,0.1304250082573352,0.0652125041286676,0.0667676275743363,0.0494178411654539,0.0494178411654539,0.0494178411654539,0.12634262354029552,0.06317131177014776,0.0649529998065286,336616.0,336616.0,336616.0,317249.0,158624.5,297777.0,6811629.0,6811629.0,6811629.0,5150394.0,2575197.0,4850608.0,7111415.0,3555707.5,6811629.0,356088.0,178044.0,336616.0,14544.0,7272.0,14000.0,0.12634262354029552,0.06317131177014776,0.0649529998065286,0.1304250082573352,0.0652125041286676,0.0667676275743363,4.0,4.0,4.0,0.0,,,3.5,3.5,3.5,7.5,3.75,4.0,7.5,3.75,4.0
Emilie & Mavuika (Rerun),"emilie, mavuika",2.0,1,1359238.0,mavuika,1359238.0,11242414.4838712,4.0625,mavuika,4.625,mavuika,meta,0.0,,,3300.0,3300.0,3300.0,0.0,,,0.0737501453020001,0.0737501453020001,0.0737501453020001,0.0,,,0.0713223144143998,0.0713223144143998,0.0713223144143998,0.0,,,96944.0,96944.0,96944.0,0.0,,,1359238.0,1359238.0,1359238.0,1359238.0,1359238.0,1359238.0,96944.0,96944.0,96944.0,3300.0,3300.0,3300.0,0.0713223144143998,0.0713223144143998,0.0713223144143998,0.0737501453020001,0.0737501453020001,0.0737501453020001,4.5,4.5,4.5,8.25,4.125,4.75,0.0,,,8.25,4.125,4.75,8.125,4.0625,4.625
Citlali & Ineffa (Rerun),"citlali, ineffa",2.0,1,584407.5,ineffa,832101.0,8917254.4516132,4.325,citlali,4.5,citlali,meta,0.0,,,3508.0,1754.0,2800.0,0.0,,,0.1509928927838703,0.07549644639193515,0.0864366224773194,0.0,,,0.1455252419837125,0.07276262099185625,0.0830716463506233,0.0,,,90153.0,45076.5,69124.0,0.0,,,1168815.0,584407.5,832101.0,1168815.0,584407.5,832101.0,90153.0,45076.5,69124.0,3508.0,1754.0,2800.0,0.1455252419837125,0.07276262099185625,0.0830716463506233,0.1509928927838703,0.07549644639193515,0.0864366224773194,0.0,,,4.5,4.5,4.5,8.3,4.15,4.5,9.0,4.5,4.5,8.65,4.325,4.5
Chasca & Mualani (Rerun),"chasca, mualani",2.0,1,1441463.0,mualani,2129940.0,16265874.4177005,3.5,chasca,3.5,chasca,meta,0.0,,,6400.0,3200.0,3500.0,0.0,,,0.1262381638892016,0.0631190819446008,0.0831223953699006,0.0,,,0.12074359188720349,0.060371795943601744,0.0792710621445817,0.0,,,148024.0,74012.0,88334.0,0.0,,,2882926.0,1441463.0,2129940.0,2882926.0,1441463.0,2129940.0,148024.0,74012.0,88334.0,6400.0,3200.0,3500.0,0.12074359188720349,0.060371795943601744,0.0792710621445817,0.1262381638892016,0.0631190819446008,0.0831223953699006,7.0,3.5,3.5,0.0,,,0.0,,,7.0,3.5,3.5,7.0,3.5,3.5
Lauma & Nahida (Rerun),"lauma, nahida",2.0,1,4440292.0,nahida,8282076.0,12008333.3333334,4.1375,lauma,4.625,lauma,meta,13000.0,13000.0,13000.0,3400.0,1700.0,1900.0,0.0389795988348814,0.0389795988348814,0.0389795988348814,0.1793097324180955,0.08965486620904775,0.0899909597366945,0.0374099440768232,0.0374099440768232,0.0374099440768232,0.1728729509908855,0.08643647549544275,0.0868125405174199,309832.0,309832.0,309832.0,93559.0,46779.5,51958.0,8282076.0,8282076.0,8282076.0,1081901.0,540950.5,598508.0,8880584.0,4440292.0,8282076.0,361790.0,180895.0,309832.0,14500.0,7250.0,13000.0,0.1728729509908855,0.08643647549544275,0.0868125405174199,0.1793097324180955,0.08965486620904775,0.0899909597366945,0.0,,,8.25,4.125,4.75,8.3,4.15,4.5,8.55,4.275,4.75,8.275,4.1375,4.625
Flins & Yelan (Rerun),"flins, yelan",2.0,1,3830440.5,yelan,6889394.0,1478897.4623652,4.25,flins,4.5,flins,meta,15000.0,15000.0,15000.0,2107.0,1053.5,1300.0,0.0480525573076528,0.0480525573076528,0.0480525573076528,0.1544685352616516,0.0772342676308258,0.1000794569448351,0.045875297595115,0.045875297595115,0.045875297595115,0.1501015770439672,0.0750507885219836,0.0983943993871575,316053.0,316053.0,316053.0,91469.0,45734.5,75910.0,6889394.0,6889394.0,6889394.0,1072393.0,536196.5,771487.0,7660881.0,3830440.5,6889394.0,391963.0,195981.5,316053.0,16300.0,8150.0,15000.0,0.1501015770439672,0.0750507885219836,0.0983943993871575,0.1544685352616516,0.0772342676308258,0.1000794569448351,4.5,4.5,4.5,4.0,4.0,4.0,0.0,,,8.5,4.25,4.5,8.5,4.25,4.5
Furina & Nefer (Rerun),"furina, nefer",2.0,1,7420216.0,furina,14300835.0,13065952.2903228,4.3125,furina,4.625,furina,meta,16000.0,16000.0,16000.0,7869.0,3934.5,6900.0,0.0393845534194332,0.0393845534194332,0.0393845534194332,0.1122350953232987,0.05611754766164935,0.0724466592660819,0.0382657376300055,0.0382657376300055,0.0382657376300055,0.1094272816259598,0.0547136408129799,0.0706508746342177,547232.0,547232.0,547232.0,302500.0,151250.0,264377.0,14300835.0,14300835.0,14300835.0,7357583.0,3678791.5,6817986.0,14840432.0,7420216.0,14300835.0,585355.0,292677.5,547232.0,16969.0,8484.5,16000.0,0.1094272816259598,0.0547136408129799,0.0706508746342177,0.1122350953232987,0.05611754766164935,0.0724466592660819,4.0,4.0,4.0,4.5,4.5,4.5,4.75,4.75,4.75,8.75,4.375,4.75,8.625,4.3125,4.625
Arlecchino & Zhongli (Rerun),"arlecchino, zhongli",2.0,1,21799038.0,zhongli,35127330.0,15213726.6451612,3.5,arlecchino,3.5,arlecchino,meta,68000.0,34000.0,60000.0,11400.0,5700.0,6700.0,0.052568756824778795,0.026284378412389398,0.0337350452958924,0.0999193978813934,0.0499596989406967,0.0642090581557872,0.049916258221022594,0.024958129110511297,0.0327906184413981,0.0960605796302102,0.0480302898151051,0.0622317330575702,879339.0,439669.5,601578.0,295372.0,147686.0,210867.0,43598076.0,21799038.0,35127330.0,5886432.0,2943216.0,3388416.0,43598076.0,21799038.0,35127330.0,879339.0,439669.5,601578.0,68000.0,34000.0,60000.0,0.0960605796302102,0.0480302898151051,0.0622317330575702,0.0999193978813934,0.0499596989406967,0.0642090581557872,3.5,3.5,3.5,0.0,,,3.5,3.5,3.5,7.0,3.5,3.5,7.0,3.5,3.5
Durin & Venti (Rerun),"durin, venti",2.0,1,2366817.0,venti,4593318.0,13358066.6129034,3.3583333333333334,durin,4.5,durin,meta,9100.0,9100.0,9100.0,8879.0,4439.5,8400.0,0.042206744666927,0.042206744666927,0.042206744666927,0.14131943590587448,0.07065971795293724,0.0849582371219248,0.0402256059780751,0.0402256059780751,0.0402256059780751,0.1353120649327864,0.0676560324663932,0.0815445138116822,184769.0,184769.0,184769.0,185578.0,92789.0,174136.0,4593318.0,4593318.0,4593318.0,3378998.0,1689499.0,3238682.0,4733634.0,2366817.0,4593318.0,196211.0,98105.5,184769.0,9579.0,4789.5,9100.0,0.1353120649327864,0.0676560324663932,0.0815445138116822,0.14131943590587448,0.07065971795293724,0.0849582371219248,2.85,2.85,2.85,7.35,3.675,4.5,0.95,0.95,0.95,7.35,3.675,4.5,6.716666666666667,3.3583333333333334,4.5
Varesa & Xilonen (Rerun),"varesa, xilonen",2.0,1,1050941.0,xilonen,1313269.0,10538707.7419355,4.25,xilonen,4.5,xilonen,meta,0.0,,,6500.0,3250.0,3800.0,0.0,,,0.12616134659413308,0.06308067329706654,0.069258305404552,0.0,,,0.1192868217646175,0.05964341088230875,0.0644397188481549,0.0,,,122847.0,61423.5,72029.0,0.0,,,2101882.0,1050941.0,1313269.0,2101882.0,1050941.0,1313269.0,122847.0,61423.5,72029.0,6500.0,3250.0,3800.0,0.1192868217646175,0.05964341088230875,0.0644397188481549,0.12616134659413308,0.06308067329706654,0.069258305404552,4.0,4.0,4.0,0.0,,,4.5,4.5,4.5,8.5,4.25,4.5,8.5,4.25,4.5
